transaction_id,account_code,dept_code,month,budget_amount
825,6302,HW,9/1/25,10820
826,6302,HW,10/1/25,9576
827,6302,HW,11/1/25,16172
828,6302,HW,12/1/25,16725
829,6401,HW,1/1/25,17106
830,6401,HW,2/1/25,14158
831,6401,HW,3/1/25,18402
832,6401,HW,4/1/25,14732
833,6401,HW,5/1/25,25949
834,6401,HW,6/1/25,12054
835,6401,HW,7/1/25,14033
836,6401,HW,8/1/25,13134
837,6401,HW,9/1/25,15293
838,6401,HW,10/1/25,13098
839,6401,HW,11/1/25,21424
840,6401,HW,12/1/25,21298
841,6402,HW,1/1/25,9308
842,6402,HW,2/1/25,8032
843,6402,HW,3/1/25,10924
844,6402,HW,4/1/25,7923
845,6402,HW,5/1/25,13165
846,6402,HW,6/1/25,6311
847,6402,HW,7/1/25,7858
848,6402,HW,8/1/25,7413
849,6402,HW,9/1/25,8405
850,6402,HW,10/1/25,7336
851,6402,HW,11/1/25,12577
852,6402,HW,12/1/25,11737
853,6403,HW,1/1/25,3672
854,6403,HW,2/1/25,3390
855,6403,HW,3/1/25,4338
856,6403,HW,4/1/25,3234
857,6403,HW,5/1/25,5387
858,6403,HW,6/1/25,2761
859,6403,HW,7/1/25,3346
860,6403,HW,8/1/25,3131
861,6403,HW,9/1/25,3234
862,6403,HW,10/1/25,2753
863,6403,HW,11/1/25,4604
864,6403,HW,12/1/25,5072
865,6404,HW,1/1/25,7214
866,6404,HW,2/1/25,6349
867,6404,HW,3/1/25,8343
868,6404,HW,4/1/25,6711
869,6404,HW,5/1/25,10968
870,6404,HW,6/1/25,5141
871,6404,HW,7/1/25,6523
872,6404,HW,8/1/25,5994
873,6404,HW,9/1/25,7105
874,6404,HW,10/1/25,5995
875,6404,HW,11/1/25,10100
876,6404,HW,12/1/25,9506
877,6501,HW,1/1/25,8506
878,6501,HW,2/1/25,7874
879,6501,HW,3/1/25,9612
880,6501,HW,4/1/25,9895
881,6501,HW,5/1/25,12264
882,6501,HW,6/1/25,6174
883,6501,HW,7/1/25,7869
884,6501,HW,8/1/25,7121
885,6501,HW,9/1/25,8188
886,6501,HW,10/1/25,6600
887,6501,HW,11/1/25,10507
888,6501,HW,12/1/25,10195
